id,total_len,nb_groups,len_groups,max_len_group
113_svg,35,2,"[12, 23]",23
11401_svg,126,3,"[5, 107, 14]",107
11400_svg,151,10,"[10, 24, 6, 4, 9, 11, 11, 12, 32, 32]",32
11398_svg,618,11,"[533, 4, 11, 11, 11, 11, 11, 4, 4, 6, 12]",533
11404_svg,64,3,"[32, 5, 27]",32
11402_svg,217,24,"[5, 53, 5, 5, 4, 4, 4, 4, 4, 10, 8, 8, 10, 5, 3, 9, 10, 4, 10, 12, 8, 12, 10, 10]",53
11415_svg,127,7,"[37, 8, 16, 8, 26, 10, 22]",37
11418_svg,7,1,[7],7
11416_svg,74,1,[74],74
11420_svg,78,4,"[7, 33, 11, 27]",33
11417_svg,111,14,"[42, 11, 10, 5, 4, 4, 4, 4, 4, 4, 5, 5, 4, 5]",42
11429_svg,76,6,"[8, 8, 4, 44, 6, 6]",44
11430_svg,34,4,"[11, 4, 9, 10]",11
11432_svg,17,2,"[12, 5]",12
11421_svg,50,5,"[13, 8, 9, 11, 9]",13
11422_svg,50,4,"[16, 8, 12, 14]",16
11440_svg,57,6,"[5, 13, 5, 16, 7, 11]",16
11473_svg,38,2,"[13, 25]",25
11065_svg,2952,488,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 18, 18, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",18
11476_svg,112,6,"[76, 10, 8, 5, 7, 6]",76
11441_svg,59,4,"[11, 14, 17, 17]",17
11442_svg,44,3,"[15, 16, 13]",16
11515_svg,40,6,"[7, 7, 7, 6, 7, 6]",7
11474_svg,120,19,"[7, 7, 5, 6, 7, 7, 5, 6, 7, 7, 7, 5, 5, 7, 7, 7, 5, 7, 6]",7
11477_svg,100,10,"[41, 7, 7, 7, 7, 6, 7, 6, 6, 6]",41
11525_svg,28,3,"[7, 7, 14]",14
11533_svg,31,4,"[5, 9, 7, 10]",10
11526_svg,28,3,"[7, 7, 14]",14
11534_svg,61,4,"[5, 7, 5, 44]",44
11524_svg,41,3,"[17, 15, 9]",17
11536_svg,54,2,"[10, 44]",44
11550_svg,35,2,"[27, 8]",27
11535_svg,88,5,"[5, 7, 5, 61, 10]",61
11575_svg,94,11,"[5, 8, 10, 10, 8, 10, 8, 8, 10, 10, 7]",10
11579_svg,175,22,"[61, 4, 4, 9, 4, 4, 9, 4, 4, 9, 4, 4, 9, 4, 10, 4, 4, 4, 4, 4, 6, 6]",61
11576_svg,121,12,"[26, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 15]",26
11577_svg,38,2,"[15, 23]",23
11578_svg,289,40,"[41, 5, 5, 5, 11, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 6, 6, 32, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 11, 5, 4, 4, 13, 13]",41
11581_svg,108,4,"[30, 57, 8, 13]",57
11580_svg,76,5,"[17, 10, 12, 11, 26]",26
11600_svg,42,2,"[31, 11]",31
11608_svg,37,4,"[5, 5, 9, 18]",18
11618_svg,56,4,"[5, 7, 7, 37]",37
11583_svg,103,6,"[68, 4, 8, 8, 6, 9]",68
11582_svg,259,16,"[90, 7, 6, 16, 12, 12, 9, 10, 10, 8, 14, 22, 12, 5, 12, 14]",90
1170_svg,34,3,"[12, 14, 8]",14
11644_svg,35,2,"[14, 21]",21
11599_svg,148,5,"[42, 34, 34, 34, 4]",42
11713_svg,60,10,"[9, 11, 5, 5, 5, 5, 5, 5, 5, 5]",11
11619_svg,54,4,"[14, 6, 17, 17]",17
1171_svg,63,6,"[12, 14, 11, 11, 8, 7]",14
11743_svg,30,2,"[16, 14]",16
11710_svg,59,8,"[19, 6, 5, 5, 4, 5, 6, 9]",19
11742_svg,39,1,[39],39
11744_svg,97,4,"[43, 40, 9, 5]",43
11745_svg,165,13,"[15, 15, 15, 16, 13, 18, 8, 8, 9, 10, 12, 13, 13]",18
11749_svg,139,30,"[12, 10, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 7, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4]",12
11746_svg,163,15,"[33, 11, 11, 9, 9, 6, 8, 7, 7, 10, 10, 8, 8, 13, 13]",33
11751_svg,35,1,[35],35
11757_svg,26,1,[26],26
11759_svg,62,6,"[11, 8, 7, 12, 12, 12]",12
11786_svg,40,2,"[23, 17]",23
11752_svg,104,7,"[21, 10, 12, 12, 15, 13, 21]",21
117_svg,31,2,"[9, 22]",22
11867_svg,120,3,"[100, 6, 14]",100
11750_svg,363,20,"[43, 10, 10, 10, 8, 39, 8, 72, 8, 6, 8, 8, 8, 8, 6, 6, 6, 6, 6, 87]",87
11868_svg,103,13,"[14, 14, 5, 5, 10, 4, 7, 7, 10, 10, 4, 6, 7]",14
11748_svg,277,6,"[128, 42, 46, 42, 10, 9]",128
11871_svg,59,3,"[11, 32, 16]",32
11879_svg,59,4,"[12, 34, 6, 7]",34
11874_svg,89,4,"[61, 12, 6, 10]",61
11869_svg,231,35,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 40, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 4, 12, 12, 12]",40
11885_svg,29,1,[29],29
11887_svg,63,5,"[46, 4, 4, 4, 5]",46
11883_svg,72,2,"[17, 55]",55
11886_svg,96,9,"[8, 8, 8, 8, 8, 8, 10, 10, 28]",28
11888_svg,111,14,"[34, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 15]",34
11882_svg,101,15,"[7, 7, 9, 4, 6, 7, 7, 7, 7, 7, 7, 7, 6, 9, 4]",9
118_svg,63,6,"[11, 7, 7, 15, 9, 14]",15
1194_svg,121,18,"[5, 5, 5, 5, 5, 5, 5, 5, 6, 15, 8, 8, 8, 6, 6, 6, 6, 12]",15
11959_svg,55,7,"[26, 6, 6, 4, 4, 4, 5]",26
11933_svg,158,11,"[11, 5, 6, 22, 4, 4, 4, 4, 4, 39, 55]",55
11960_svg,29,1,[29],29
11962_svg,16,2,"[9, 7]",9
11964_svg,18,2,"[9, 9]",9
11961_svg,158,8,"[67, 36, 6, 10, 8, 10, 5, 16]",67
11957_svg,150,15,"[16, 16, 8, 9, 22, 7, 8, 6, 6, 4, 4, 25, 4, 10, 5]",25
1196_svg,19,1,[19],19
11958_svg,161,2,"[74, 87]",87
1198_svg,83,4,"[20, 19, 34, 10]",34
11999_svg,276,32,"[3, 4, 4, 4, 4, 4, 10, 10, 4, 4, 4, 4, 4, 4, 10, 20, 4, 4, 4, 4, 48, 4, 4, 4, 4, 4, 5, 4, 17, 4, 12, 53]",53
11984_svg,241,17,"[10, 7, 9, 8, 10, 10, 14, 14, 12, 12, 18, 9, 11, 16, 33, 14, 34]",34
11983_svg,314,13,"[8, 12, 8, 9, 6, 5, 6, 8, 12, 18, 8, 8, 206]",206
119_svg,27,1,[27],27
1199_svg,52,4,"[23, 9, 8, 12]",23
11_svg,83,8,"[9, 12, 5, 9, 22, 8, 11, 7]",22
1202_svg,52,5,"[6, 11, 9, 9, 17]",17
12019_svg,146,16,"[12, 8, 10, 10, 8, 10, 10, 10, 10, 8, 8, 8, 8, 8, 10, 8]",12
12083_svg,26,2,"[13, 13]",13
1205_svg,66,12,"[13, 5, 11, 4, 4, 4, 4, 4, 4, 4, 4, 5]",13
12030_svg,79,4,"[13, 12, 34, 20]",34
1204_svg,67,9,"[6, 12, 11, 7, 7, 6, 6, 6, 6]",12
12155_svg,34,2,"[20, 14]",20
12180_svg,31,2,"[12, 19]",19
1218_svg,45,7,"[8, 8, 5, 5, 5, 7, 7]",8
12156_svg,22,2,"[7, 15]",15
12153_svg,53,7,"[16, 7, 7, 4, 5, 7, 7]",16
12233_svg,17,1,[17],17
12159_svg,178,12,"[57, 6, 10, 6, 6, 6, 6, 6, 6, 6, 6, 57]",57
12249_svg,18,2,"[9, 9]",9
12235_svg,114,12,"[8, 6, 8, 30, 10, 12, 8, 6, 6, 4, 4, 12]",30
12300_svg,69,5,"[24, 14, 21, 5, 5]",24
12301_svg,44,3,"[13, 9, 22]",22
12302_svg,55,6,"[9, 19, 5, 8, 5, 9]",19
12307_svg,58,3,"[14, 16, 28]",28
12312_svg,32,2,"[12, 20]",20
12313_svg,28,2,"[7, 21]",21
12314_svg,45,3,"[17, 6, 22]",22
12315_svg,44,1,[44],44
12316_svg,34,4,"[5, 5, 15, 9]",15
12271_svg,572,56,"[5, 10, 22, 10, 9, 7, 10, 2, 7, 7, 2, 7, 7, 9, 14, 19, 20, 8, 14, 37, 5, 10, 8, 18, 5, 7, 6, 7, 9, 26, 4, 23, 5, 7, 4, 6, 10, 10, 8, 8, 8, 8, 25, 10, 22, 10, 9, 7, 7, 7, 8, 9, 4, 9, 3, 14]",37
12317_svg,89,12,"[8, 7, 9, 9, 7, 7, 7, 7, 7, 7, 7, 7]",9
12318_svg,103,13,"[13, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 9]",13
12273_svg,609,59,"[5, 10, 22, 10, 9, 7, 10, 2, 7, 7, 2, 7, 7, 9, 14, 19, 20, 8, 14, 37, 5, 10, 8, 18, 5, 7, 6, 7, 9, 22, 10, 26, 7, 4, 5, 7, 4, 6, 10, 7, 8, 8, 8, 8, 9, 25, 23, 22, 10, 10, 7, 8, 7, 8, 9, 9, 4, 3, 14]",37
12319_svg,35,2,"[5, 30]",30
12321_svg,29,2,"[9, 20]",20
12320_svg,44,4,"[7, 15, 10, 12]",15
12274_svg,598,57,"[5, 10, 22, 10, 9, 7, 10, 2, 7, 7, 2, 7, 7, 9, 14, 19, 20, 8, 14, 37, 5, 10, 8, 18, 5, 7, 6, 7, 9, 8, 26, 5, 5, 7, 6, 10, 8, 25, 23, 22, 10, 22, 10, 10, 7, 7, 8, 7, 7, 8, 9, 8, 9, 9, 4, 3, 14]",37
12322_svg,74,6,"[10, 10, 10, 14, 8, 22]",22
12326_svg,29,2,"[14, 15]",15
12325_svg,110,16,"[10, 3, 4, 6, 4, 5, 5, 19, 20, 4, 8, 4, 4, 4, 4, 6]",20
12323_svg,260,24,"[8, 6, 6, 7, 6, 7, 29, 7, 7, 6, 8, 8, 7, 7, 7, 6, 7, 6, 5, 32, 7, 31, 33, 7]",33
12329_svg,51,7,"[6, 6, 3, 4, 8, 5, 19]",19
12327_svg,113,6,"[11, 25, 54, 11, 6, 6]",54
12331_svg,74,9,"[11, 4, 7, 7, 9, 9, 9, 9, 9]",11
12328_svg,98,5,"[3, 12, 12, 47, 24]",47
12347_svg,38,3,"[17, 7, 14]",17
12346_svg,126,15,"[17, 7, 14, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 33]",33
12350_svg,83,8,"[10, 33, 6, 6, 6, 6, 10, 6]",33
12349_svg,244,15,"[43, 48, 9, 10, 43, 9, 5, 15, 8, 14, 14, 14, 4, 3, 5]",48
12348_svg,200,12,"[9, 9, 4, 4, 24, 19, 11, 68, 22, 22, 4, 4]",68
12351_svg,158,22,"[10, 10, 10, 10, 10, 10, 10, 10, 7, 3, 5, 5, 7, 5, 7, 5, 7, 7, 5, 5, 5, 5]",10
12352_svg,177,26,"[33, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6]",33
12354_svg,81,1,[81],81
12366_svg,49,6,"[12, 7, 7, 7, 7, 9]",12
12353_svg,138,9,"[78, 4, 4, 5, 5, 21, 7, 7, 7]",78
12356_svg,90,7,"[6, 18, 7, 7, 8, 6, 38]",38
12390_svg,58,4,"[17, 6, 7, 28]",28
12378_svg,61,3,"[9, 30, 22]",30
12392_svg,132,24,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 13]",13
12393_svg,76,4,"[35, 6, 24, 11]",35
1238_svg,182,8,"[15, 3, 5, 5, 4, 6, 118, 26]",118
12391_svg,71,3,"[4, 14, 53]",53
123_svg,31,1,[31],31
1239_svg,34,2,"[7, 27]",27
1240_svg,33,2,"[28, 5]",28
1241_svg,45,2,"[36, 9]",36
1242_svg,82,5,"[6, 20, 12, 32, 12]",32
12472_svg,34,4,"[9, 9, 11, 5]",11
1244_svg,51,5,"[12, 12, 9, 8, 10]",12
12473_svg,65,5,"[7, 7, 13, 5, 33]",33
12474_svg,53,7,"[9, 9, 7, 7, 8, 8, 5]",9
12476_svg,40,5,"[9, 6, 6, 5, 14]",14
12477_svg,61,5,"[7, 7, 15, 5, 27]",27
12475_svg,49,7,"[9, 9, 7, 7, 6, 6, 5]",9
12478_svg,52,5,"[18, 6, 6, 17, 5]",18
12479_svg,81,8,"[26, 10, 6, 6, 6, 6, 16, 5]",26
12482_svg,56,5,"[24, 7, 6, 13, 6]",24
12480_svg,47,5,"[17, 7, 7, 5, 11]",17
12481_svg,64,7,"[20, 7, 7, 8, 8, 5, 9]",20
12483_svg,61,7,"[6, 6, 6, 6, 16, 5, 16]",16
12484_svg,82,9,"[19, 6, 7, 5, 13, 7, 7, 9, 9]",19
12485_svg,53,6,"[9, 6, 6, 14, 5, 13]",14
12488_svg,62,6,"[7, 15, 13, 11, 4, 12]",15
12486_svg,58,6,"[12, 11, 6, 6, 18, 5]",18
12487_svg,104,8,"[10, 8, 6, 7, 7, 5, 46, 15]",46
12491_svg,77,5,"[7, 7, 21, 36, 6]",36
12489_svg,76,9,"[25, 6, 6, 6, 7, 7, 5, 5, 9]",25
12490_svg,84,8,"[9, 16, 6, 10, 10, 6, 5, 22]",22
12493_svg,37,5,"[9, 9, 7, 7, 5]",9
12492_svg,70,5,"[7, 6, 22, 5, 30]",30
12494_svg,48,5,"[15, 6, 7, 5, 15]",15
12495_svg,59,5,"[7, 7, 5, 25, 15]",25
12497_svg,49,5,"[9, 7, 6, 5, 22]",22
12496_svg,80,9,"[7, 5, 7, 6, 15, 12, 10, 5, 13]",15
124_svg,30,3,"[7, 7, 16]",16
12498_svg,53,5,"[6, 6, 5, 12, 24]",24
12499_svg,93,6,"[13, 12, 6, 6, 50, 6]",50
12500_svg,54,5,"[7, 7, 5, 22, 13]",22
12501_svg,46,5,"[16, 6, 6, 5, 13]",16
12506_svg,388,54,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 16, 5, 5, 5, 5, 4, 7, 5, 5, 5, 11, 12, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 45, 17, 6, 6, 6, 38, 6, 6, 6]",45
12507_svg,388,54,"[5, 4, 5, 16, 4, 7, 11, 12, 8, 6, 6, 6, 45, 17, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 38, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",45
12508_svg,388,54,"[5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 16, 4, 5, 5, 7, 6, 8, 5, 6, 6, 5, 5, 5, 5, 11, 12, 5, 5, 5, 45, 5, 5, 5, 5, 5, 5, 17, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 38]",45
12509_svg,388,54,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 16, 5, 5, 5, 5, 4, 7, 5, 5, 5, 11, 12, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 8, 38, 45, 17]",45
12516_svg,53,5,"[19, 10, 10, 7, 7]",19
12519_svg,21,1,[21],21
12520_svg,16,1,[16],16
12521_svg,178,30,"[5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 7, 7, 5, 5, 5, 7, 7, 5, 8, 13, 8, 5, 5, 5, 5, 5, 5, 9]",13
12522_svg,59,3,"[10, 20, 29]",29
12523_svg,27,3,"[16, 4, 7]",16
12510_svg,388,54,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 8, 45, 17, 5, 4, 5, 16, 4, 7, 38, 11, 12]",45
12524_svg,30,1,[30],30
12527_svg,26,1,[26],26
12525_svg,68,4,"[8, 6, 44, 10]",44
12528_svg,96,6,"[16, 16, 16, 16, 16, 16]",16
12526_svg,88,4,"[14, 14, 46, 14]",46
12529_svg,57,1,[57],57
12530_svg,65,2,"[12, 53]",53
12532_svg,95,2,"[90, 5]",90
12531_svg,62,2,"[17, 45]",45
12533_svg,90,1,[90],90
12535_svg,33,1,[33],33
12534_svg,125,4,"[9, 89, 8, 19]",89
12538_svg,66,1,[66],66
12540_svg,23,2,"[7, 16]",16
12539_svg,80,8,"[5, 6, 34, 5, 9, 7, 7, 7]",34
12555_svg,26,2,"[20, 6]",20
12560_svg,32,2,"[16, 16]",16
12541_svg,58,1,[58],58
12537_svg,170,12,"[12, 4, 14, 14, 10, 6, 6, 8, 8, 8, 16, 64]",64
12561_svg,72,11,"[32, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",32
12566_svg,95,17,"[5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5, 20, 4, 4, 8, 4, 4]",20
12563_svg,118,18,"[8, 6, 2, 4, 8, 4, 6, 24, 6, 6, 6, 8, 6, 2, 4, 6, 6, 6]",24
12582_svg,46,1,[46],46
12584_svg,37,3,"[7, 16, 14]",16
12564_svg,51,2,"[7, 44]",44
12568_svg,50,4,"[14, 9, 9, 18]",18
1259_svg,70,6,"[11, 11, 9, 15, 12, 12]",15
125_svg,33,3,"[11, 11, 11]",11
12624_svg,59,6,"[25, 9, 11, 4, 5, 5]",25
12628_svg,26,3,"[18, 4, 4]",18
12623_svg,77,6,"[27, 21, 14, 5, 5, 5]",27
12631_svg,53,3,"[8, 37, 8]",37
1262_svg,163,16,"[16, 6, 6, 5, 6, 6, 6, 22, 22, 6, 22, 6, 6, 6, 6, 16]",22
12611_svg,63,5,"[13, 11, 21, 9, 9]",21
12686_svg,142,15,"[6, 10, 13, 4, 10, 26, 7, 8, 8, 7, 4, 13, 10, 10, 6]",26
12694_svg,69,9,"[5, 17, 5, 5, 5, 9, 5, 9, 9]",17
12678_svg,83,8,"[12, 14, 5, 22, 5, 6, 5, 14]",22
12676_svg,198,15,"[17, 10, 15, 10, 14, 15, 10, 10, 16, 15, 14, 15, 10, 10, 17]",17
12701_svg,44,3,"[7, 18, 19]",19
12703_svg,58,4,"[30, 10, 8, 10]",30
1269_svg,27,1,[27],27
12706_svg,16,1,[16],16
12704_svg,76,4,"[17, 22, 15, 22]",22
12742_svg,87,13,"[21, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 5, 6]",21
12743_svg,79,11,"[5, 5, 5, 7, 19, 5, 5, 5, 9, 7, 7]",19
12746_svg,82,12,"[5, 5, 5, 5, 19, 5, 5, 5, 5, 9, 7, 7]",19
12702_svg,188,19,"[11, 13, 13, 8, 7, 34, 10, 12, 6, 5, 4, 5, 8, 6, 6, 7, 11, 12, 10]",34
12750_svg,93,12,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 12, 24]",24
12735_svg,144,11,"[17, 8, 22, 13, 10, 11, 18, 7, 18, 11, 9]",22
12772_svg,33,3,"[5, 21, 7]",21
12794_svg,51,5,"[13, 5, 7, 13, 13]",13
127_svg,29,3,"[15, 8, 6]",15
1281_svg,123,9,"[27, 6, 6, 6, 6, 6, 50, 8, 8]",50
12767_svg,255,37,"[6, 4, 8, 8, 8, 4, 4, 4, 4, 4, 4, 31, 8, 8, 13, 12, 21, 4, 4, 6, 4, 8, 11, 6, 4, 9, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4]",31
12843_svg,96,8,"[21, 11, 16, 15, 9, 8, 8, 8]",21
12845_svg,23,1,[23],23
12844_svg,229,31,"[21, 10, 10, 10, 8, 10, 10, 16, 5, 3, 4, 5, 3, 10, 10, 10, 7, 7, 3, 5, 5, 5, 5, 5, 8, 12, 3, 5, 5, 3, 6]",21
12846_svg,127,16,"[9, 8, 4, 5, 10, 10, 8, 10, 8, 10, 8, 10, 6, 4, 7, 10]",10
12847_svg,61,4,"[45, 4, 8, 4]",45
1285_svg,32,1,[32],32
12861_svg,57,3,"[42, 5, 10]",42
12864_svg,82,5,"[33, 13, 8, 15, 13]",33
1289_svg,32,2,"[18, 14]",18
12920_svg,36,3,"[18, 8, 10]",18
128_svg,33,2,"[15, 18]",18
12921_svg,37,2,"[19, 18]",19
12922_svg,34,2,"[25, 9]",25
12924_svg,39,3,"[14, 16, 9]",16
12925_svg,40,3,"[18, 13, 9]",18
12926_svg,24,2,"[20, 4]",20
12768_svg,1786,160,"[692, 8, 6, 8, 6, 12, 10, 8, 6, 6, 6, 6, 6, 8, 6, 8, 6, 6, 6, 8, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 8, 8, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 8, 10, 8, 6, 6, 6, 6, 10, 6, 8, 10, 6, 6, 6, 10, 6, 6, 6, 6, 8, 6, 6, 8, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 10, 6, 6, 8, 6, 6, 8, 6, 6, 8, 6, 6, 6, 8, 10, 8, 8, 10, 6, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 8, 6, 8, 6, 8, 8, 8, 6, 8, 6, 8, 8, 12, 8, 8, 8, 8, 6, 6, 8, 8, 6, 8, 8, 8, 6, 4, 8, 19, 4, 2, 3, 3, 4, 9]",692
12923_svg,75,4,"[8, 52, 6, 9]",52
12927_svg,37,4,"[11, 13, 6, 7]",13
12929_svg,37,2,"[18, 19]",19
12928_svg,22,2,"[9, 13]",13
12932_svg,99,6,"[14, 8, 8, 6, 54, 9]",54
12930_svg,23,2,"[6, 17]",17
12934_svg,24,2,"[18, 6]",18
12933_svg,47,5,"[14, 8, 8, 8, 9]",14
12935_svg,27,2,"[16, 11]",16
12936_svg,24,2,"[17, 7]",17
12937_svg,18,1,[18],18
12938_svg,30,2,"[23, 7]",23
12966_svg,15,1,[15],15
12_svg,43,4,"[5, 16, 11, 11]",16
12931_svg,54,4,"[6, 6, 36, 6]",36
129_svg,27,2,"[18, 9]",18
13024_svg,48,3,"[22, 13, 13]",22
13025_svg,38,3,"[15, 7, 16]",16
13026_svg,112,5,"[5, 28, 7, 34, 38]",38
13027_svg,44,4,"[21, 5, 11, 7]",21
13028_svg,79,5,"[21, 5, 23, 23, 7]",23
13029_svg,38,1,[38],38
13037_svg,54,4,"[9, 9, 21, 15]",21
13030_svg,73,3,"[26, 24, 23]",26
13077_svg,29,2,"[15, 14]",15
13076_svg,95,11,"[6, 32, 7, 7, 5, 7, 7, 6, 6, 7, 5]",32
13078_svg,70,7,"[13, 25, 5, 5, 8, 7, 7]",25
13079_svg,40,1,[40],40
13082_svg,67,7,"[6, 25, 7, 7, 7, 6, 9]",25
13084_svg,45,5,"[5, 5, 21, 7, 7]",21
13083_svg,53,4,"[15, 12, 13, 13]",15
13085_svg,92,3,"[8, 10, 74]",74
13080_svg,132,9,"[5, 63, 7, 7, 29, 7, 6, 4, 4]",63
13086_svg,80,5,"[5, 5, 5, 5, 60]",60
13089_svg,79,9,"[7, 5, 4, 31, 6, 6, 4, 4, 12]",31
13087_svg,53,2,"[38, 15]",38
13090_svg,22,1,[22],22
13092_svg,137,11,"[5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 42]",42
13088_svg,96,12,"[7, 7, 7, 8, 7, 9, 20, 7, 7, 7, 5, 5]",20
13093_svg,78,9,"[10, 10, 5, 5, 5, 7, 7, 16, 13]",16
13094_svg,58,7,"[21, 5, 5, 7, 7, 6, 7]",21
13091_svg,77,1,[77],77
13095_svg,46,3,"[11, 24, 11]",24
13098_svg,33,2,"[19, 14]",19
13096_svg,45,3,"[33, 5, 7]",33
13100_svg,41,5,"[21, 5, 5, 5, 5]",21
13102_svg,43,1,[43],43
13103_svg,92,10,"[5, 8, 8, 4, 5, 5, 36, 7, 7, 7]",36
130_svg,85,9,"[13, 18, 13, 10, 10, 6, 5, 5, 5]",18
13101_svg,120,15,"[7, 4, 9, 6, 6, 34, 2, 2, 2, 7, 2, 4, 6, 19, 10]",34
13105_svg,37,1,[37],37
13104_svg,23,2,"[8, 15]",15
13106_svg,47,3,"[29, 10, 8]",29
13108_svg,37,2,"[33, 4]",33
13107_svg,44,2,"[17, 27]",27
13110_svg,25,1,[25],25
13112_svg,81,6,"[11, 5, 13, 38, 5, 9]",38
